Timestamp,World_X,World_Y,World_Z,UTM_Easting,UTM_Northing,UTM_Zone,Velocity_kmh,Yaw,Throttle,Steering,Brake,Acceleration_kmh_per_s
101.927,-7033.67,4156.80,19.47,320762.3235,4039007.6459,52,47.36,157.9678,0.200,0.555,0.000,-1.11
102.016,-7144.02,4193.15,19.38,320761.2200,4039007.2824,52,47.29,160.9786,0.212,0.549,0.000,-0.77
102.123,-7280.01,4229.68,19.28,320759.8601,4039006.9171,52,47.24,164.5224,0.219,0.539,0.000,-0.40
102.219,-7402.87,4255.41,19.25,320758.6315,4039006.6598,52,47.21,167.5697,0.220,0.533,0.000,-0.34
102.323,-7537.26,4275.92,19.31,320757.2876,4039006.4547,52,47.18,170.8249,0.220,0.549,0.000,-0.34
102.425,-7670.34,4288.34,19.35,320755.9568,4039006.3306,52,47.14,174.0890,0.226,0.547,0.000,-0.37
102.521,-7796.48,4293.23,19.32,320754.6954,4039006.2817,52,47.11,177.1575,0.230,0.547,0.000,-0.26
102.622,-7928.03,4291.38,19.35,320753.3799,4039006.3001,52,47.10,-179.6831,0.229,0.551,0.000,-0.11
102.716,-8049.93,4283.36,19.55,320752.1609,4039006.3803,52,47.07,-176.7831,0.229,0.555,0.000,-0.32
102.823,-8189.29,4265.88,19.69,320750.7673,4039006.5551,52,47.02,-173.3048,0.241,0.550,0.000,-0.50
102.924,-8318.46,4241.41,19.47,320749.4756,4039006.7998,52,46.99,-169.9238,0.250,0.562,0.000,-0.24
103.012,-8430.58,4213.81,19.22,320748.3544,4039007.0759,52,46.99,-166.9566,0.249,0.545,0.000,-0.03
103.123,-8568.62,4171.69,19.14,320746.9740,4039007.4970,52,47.01,-163.3979,0.240,0.553,0.000,0.13
103.222,-8689.10,4126.95,19.25,320745.7692,4039007.9445,52,47.00,-160.2649,0.229,0.512,0.000,-0.12
103.324,-8811.42,4073.53,19.38,320744.5460,4039008.4786,52,46.96,-157.0006,0.231,0.556,0.000,-0.35
103.423,-8926.10,4015.10,19.39,320743.3992,4039009.0629,52,46.92,-153.6931,0.232,0.553,0.000,-0.44
103.525,-9040.47,3948.42,19.31,320742.2555,4039009.7297,52,46.91,-150.3326,0.227,0.551,0.000,-0.07
103.613,-9136.18,3885.42,19.28,320741.2984,4039010.3597,52,46.86,-147.4748,0.228,0.571,0.000,-0.59
103.722,-9250.09,3799.99,19.33,320740.1593,4039011.2140,52,46.79,-143.6895,0.230,0.576,0.000,-0.60
103.821,-9347.57,3717.47,19.42,320739.1845,4039012.0392,52,46.76,-140.3712,0.212,0.507,0.000,-0.33
103.916,-9437.74,3632.86,19.45,320738.2828,4039012.8853,52,46.74,-137.4301,0.213,0.514,0.000,-0.19
104.011,-9524.22,3544.04,19.41,320737.4180,4039013.7735,52,46.74,-134.7643,0.204,0.512,0.000,-0.05
104.119,-9616.33,3438.79,19.34,320736.4969,4039014.8260,52,46.68,-131.6946,0.198,0.511,0.000,-0.50
104.225,-9701.66,3331.94,19.29,320735.6436,4039015.8945,52,46.68,-128.9698,0.190,0.457,0.000,0.03
104.316,-9772.01,3236.99,19.33,320734.9401,4039016.8440,52,46.68,-126.9675,0.186,0.441,0.000,-0.01
104.420,-9848.12,3125.99,19.36,320734.1790,4039017.9540,52,46.68,-124.8255,0.186,0.431,0.000,-0.04
104.523,-9919.97,3012.92,19.33,320733.4605,4039019.0847,52,46.68,-122.7990,0.172,0.428,0.000,-0.04
104.610,-9977.17,2916.22,19.30,320732.8885,4039020.0517,52,46.65,-121.1346,0.165,0.430,0.000,-0.26
104.714,-10042.22,2797.54,19.37,320732.2380,4039021.2385,52,46.63,-119.0899,0.163,0.426,0.000,-0.25
104.815,-10101.03,2680.83,19.48,320731.6499,4039022.4056,52,46.59,-117.1038,0.159,0.441,0.000,-0.36
104.915,-10154.69,2563.77,19.46,320731.1133,4039023.5762,52,46.55,-115.0542,0.146,0.446,0.000,-0.42
105.025,-10208.82,2432.89,19.47,320730.5720,4039024.8850,52,46.48,-112.7325,0.165,0.461,0.000,-0.59
105.128,-10254.69,2306.81,19.51,320730.1133,4039026.1458,52,46.47,-110.4072,0.266,0.470,0.000,-0.18
105.214,-10288.70,2201.30,19.51,320729.7732,4039027.2009,52,46.68,-108.4326,0.497,0.472,0.000,2.52
105.323,-10326.77,2063.84,19.42,320729.3925,4039028.5755,52,47.52,-105.8640,0.507,0.466,0.000,7.69
105.424,-10357.74,1933.07,19.57,320729.0828,4039029.8832,52,48.13,-103.5601,0.512,0.460,0.000,6.09
105.528,-10384.34,1794.52,19.80,320728.8168,4039031.2687,52,48.96,-101.1899,0.572,0.454,0.000,7.92
105.621,-10404.13,1667.80,19.84,320728.6189,4039032.5359,52,50.08,-99.1558,0.758,0.436,0.000,12.06
105.710,-10419.47,1543.04,19.71,320728.4654,4039033.7836,52,51.82,-97.3196,0.877,0.417,0.000,19.61
105.823,-10434.75,1376.07,19.52,320728.3127,4039035.4532,52,54.72,-95.1682,0.963,0.389,0.000,25.77
105.909,-10443.28,1241.14,19.63,320728.2274,4039036.8025,52,57.28,-93.6773,0.991,0.366,0.000,29.58
106.023,-10450.44,1053.82,19.94,320728.1558,4039038.6758,52,60.80,-91.9316,0.999,0.335,0.000,30.91
106.121,-10453.00,883.76,20.05,320728.1302,4039040.3763,52,63.84,-90.6341,0.985,0.306,0.000,31.06
106.211,-10452.53,719.16,20.11,320728.1348,4039042.0223,52,66.59,-89.6029,0.960,0.279,0.000,30.39
106.322,-10448.55,508.05,19.97,320728.1747,4039044.1334,52,69.74,-88.5513,0.930,0.246,0.000,28.38
106.422,-10442.06,311.08,19.83,320728.2396,4039046.1031,52,72.36,-87.7998,0.903,0.217,0.000,26.29
106.516,-10433.73,119.43,19.96,320728.3229,4039048.0196,52,74.63,-87.2405,0.859,0.188,0.000,24.22
106.626,-10421.58,-113.61,20.09,320728.4444,4039050.3500,52,76.76,-86.7441,0.770,0.155,0.000,19.30
106.708,-10411.31,-289.63,19.97,320728.5471,4039052.1102,52,77.86,-86.4763,0.748,0.130,0.000,13.42
106.822,-10395.87,-535.08,19.54,320728.7015,4039054.5647,52,77.72,-86.2178,0.698,0.097,0.000,-1.30
106.919,-10382.04,-743.39,19.15,320728.8398,4039056.6478,52,77.59,-86.0846,0.662,0.070,0.000,-1.30
107.017,-10367.70,-953.08,19.01,320728.9832,4039058.7447,52,77.46,-86.0104,0.614,0.043,0.000,-1.29
107.113,-10353.33,-1159.63,19.16,320729.1269,4039060.8102,52,77.34,-85.9771,0.562,0.018,0.000,-1.29
107.209,-10338.86,-1365.92,19.40,320729.2716,4039062.8731,52,77.50,-85.9661,0.487,-0.007,0.000,1.67
107.308,-10323.92,-1578.15,19.53,320729.4210,4039064.9954,52,77.37,-85.9651,0.441,-0.032,0.000,-1.29
107.412,-10308.33,-1799.99,19.49,320729.5769,4039067.2139,52,77.40,-85.9787,0.382,-0.058,0.000,0.25
107.509,-10293.83,-2007.85,19.35,320729.7219,4039069.2924,52,77.27,-86.0175,0.326,-0.082,0.000,-1.28
107.611,-10278.79,-2227.29,19.29,320729.8723,4039071.4868,52,77.24,-86.1000,0.273,-0.106,0.000,-0.35
107.723,-10262.95,-2465.76,19.33,320730.0307,4039073.8715,52,77.19,-86.2520,0.226,-0.129,0.000,-0.42
107.818,-10250.02,-2669.87,19.39,320730.1600,4039075.9126,52,77.16,-86.4415,0.194,-0.147,0.000,-0.31
107.920,-10237.16,-2887.38,19.41,320730.2886,4039078.0877,52,77.13,-86.7192,0.159,-0.157,0.000,-0.31
108.019,-10225.58,-3099.27,19.41,320730.4044,4039080.2066,52,77.07,-87.0089,0.137,-0.150,0.000,-0.61
